Country Name,Country Code,Indicator Name,Indicator Code,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Eritrea,ERI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,1000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Spain,ESP,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,6238000000.0,8414000000.0,11958000000.0,15300000000.0,19086000000.0,23870000000.0,26190000000.0,30974000000.0,38779000000.0,47669000000.0,55472000000.0,56927000000.0,66417000000.0,74541000000.0,71100000000.0,68948000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Estonia,EST,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,13000000.0,11000000.0,24000000.0,36000000.0,38000000.0,89000000.0,116000000.0,124000000.0,169000000.0,509000000.0,1017000000.0,1149000000.0,1435000000.0,1194000000.0,1362000000.0,1475000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethiopia,ETH,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,5000000.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,14000000.0,24000000.0,18000000.0,37000000.0,192000000.0,356000000.0,499000000.0,759000000.0,0.0,0.0,0.0,0.0,0.0,0.0
European Union,EUU,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,56819000000.0,62921000000.0,77397000000.0,92421000000.0,116470000000.0,135684000000.0,156442000000.0,187411000000.0,214041000000.0,240776000000.0,280215000000.0,337112000000.0,396039000000.0,437523000000.0,466091000000.0,517425000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Fragile and conflict affected situations,FCS,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,6000000.0,2000000.0,1000000.0,1000000.0,1000000.0,3000000.0,750000000.0,146000000.0,177000000.0,163000000.0,185000000.0,234000000.0,449000000.0,689000000.0,828000000.0,1087000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Finland,FIN,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,8719000000.0,8342000000.0,9054000000.0,9474000000.0,10561000000.0,9684000000.0,10972000000.0,10146000000.0,10669000000.0,9013000000.0,11273000000.0,11730000000.0,11701000000.0,12791000000.0,12874000000.0,13756000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Fiji,FJI,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
France,FRA,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,3039000000.0,3471000000.0,3809000000.0,4113000000.0,4385000000.0,4845000000.0,6035000000.0,8304000000.0,10172000000.0,12664000000.0,15482000000.0,19608000000.0,24320000000.0,25956000000.0,28977000000.0,34917000000.0,0.0,0.0,0.0,0.0,0.0,0.0
Faroe Islands,FRO,"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
